30 January 2020 , 1 , 0 , 0
31 January 2020 , 0 , 0 , 0
1 February 2020 , 0 , 0 , 0
2 February 2020 , 1 , 0 , 0
3 February 2020 , 1 , 0 , 0
4 February 2020 , 0 , 0 , 0
5 February 2020 , 0 , 0 , 0
6 February 2020 , 0 , 0 , 0
7 February 2020 , 0 , 0 , 0
8 February 2020 , 0 , 0 , 0
9 February 2020 , 0 , 0 , 0
10 February 2020 , 0 , 0 , 0
11 February 2020 , 0 , 0 , 0
12 February 2020 , 0 , 0 , 0
13 February 2020 , 0 , 0 , 1
14 February 2020 , 0 , 0 , 0
15 February 2020 , 0 , 0 , 0
16 February 2020 , 0 , 0 , 1
17 February 2020 , 0 , 0 , 0
18 February 2020 , 0 , 0 , 0
19 February 2020 , 0 , 0 , 0
20 February 2020 , 0 , 0 , 1
21 February 2020 , 0 , 0 , 0
22 February 2020 , 0 , 0 , 0
23 February 2020 , 0 , 0 , 0
24 February 2020 , 0 , 0 , 0
25 February 2020 , 0 , 0 , 0
26 February 2020 , 0 , 0 , 0
27 February 2020 , 0 , 0 , 0
28 February 2020 , 0 , 0 , 0
29 February 2020 , 0 , 0 , 0
1 March 2020 , 0 , 0 , 0
2 March 2020 , 2 , 0 , 0
3 March 2020 , 1 , 0 , 0
4 March 2020 , 22 , 0 , 0
5 March 2020 , 2 , 0 , 0
6 March 2020 , 1 , 0 , 0
7 March 2020 , 3 , 0 , 0
8 March 2020 , 5 , 0 , 0
9 March 2020 , 9 , 0 , 0
10 March 2020 , 15 , 0 , 1
11 March 2020 , 8 , 0 , 0
12 March 2020 , 10 , 1 , 0
13 March 2020 , 10 , 0 , 6
14 March 2020 , 11 , 1 , 0
15 March 2020 , 10 , 0 , 3
16 March 2020 , 14 , 0 , 1
17 March 2020 , 20 , 1 , 1
18 March 2020 , 25 , 0 , 0
19 March 2020 , 27 , 1 , 5
20 March 2020 , 58 , 0 , 3
21 March 2020 , 78 , 0 , 0
22 March 2020 , 69 , 3 , 0
23 March 2020 , 94 , 2 , 2
24 March 2020 , 74 , 1 , 15
25 March 2020 , 86 , 1 , 3
26 March 2020 , 73 , 5 , 7
27 March 2020 , 153 , 3 , 25
28 March 2020 , 136 , 5 , 10
29 March 2020 , 120 , 3 , 17
30 March 2020 , 187 , 14 , 35
31 March 2020 , 309 , 6 , 13
1 April 2020 , 424 , 6 , 19
2 April 2020 , 486 , 16 , 22
3 April 2020 , 560 , 14 , 39
4 April 2020 , 579 , 13 , 56
5 April 2020 , 609 , 22 , 43
6 April 2020 , 484 , 16 , 65
7 April 2020 , 573 , 27 , 75
8 April 2020 , 565 , 20 , 96
9 April 2020 , 813 , 46 , 70
10 April 2020 , 871 , 22 , 151
11 April 2020 , 854 , 41 , 186
12 April 2020 , 758 , 42 , 114
13 April 2020 , 1243 , 27 , 112
14 April 2020 , 1031 , 37 , 167
15 April 2020 , 886 , 27 , 144
16 April 2020 , 1061 , 26 , 258
17 April 2020 , 922 , 38 , 273
18 April 2020 , 1371 , 35 , 426
19 April 2020 , 1580 , 38 , 388
20 April 2020 , 1239 , 33 , 419
21 April 2020 , 1537 , 53 , 703
22 April 2020 , 1292 , 36 , 394
23 April 2020 , 1667 , 40 , 642
24 April 2020 , 1408 , 59 , 484
25 April 2020 , 1835 , 44 , 442
26 April 2020 , 1607 , 56 , 585
27 April 2020 , 1568 , 58 , 580
28 April 2020 , 1902 , 69 , 636
29 April 2020 , 1705 , 71 , 690
30 April 2020 , 1801 , 75 , 630
1 May 2020 , 2396 , 77 , 962
2 May 2020 , 2564 , 92 , 831
3 May 2020 , 2952 , 140 , 911
4 May 2020 , 3656 , 103 , 1082
5 May 2020 , 2971 , 128 , 1295
6 May 2020 , 3602 , 91 , 1161
7 May 2020 , 3344 , 104 , 1475
8 May 2020 , 3339 , 97 , 1111
9 May 2020 , 3175 , 115 , 1414
10 May 2020 , 4311 , 112 , 1669
11 May 2020 , 3592 , 81 , 1579
12 May 2020 , 3562 , 120 , 1905
13 May 2020 , 3726 , 137 , 1963
14 May 2020 , 3991 , 97 , 1594
15 May 2020 , 3808 , 104 , 2234
16 May 2020 , 4794 , 120 , 4012
17 May 2020 , 5049 , 152 , 2538
18 May 2020 , 4628 , 131 , 2482
19 May 2020 , 6154 , 146 , 3032
20 May 2020 , 5720 , 134 , 3113
21 May 2020 , 6023 , 148 , 3131
22 May 2020 , 6536 , 142 , 3280
23 May 2020 , 6667 , 142 , 2576
24 May 2020 , 7111 , 156 , 3285
25 May 2020 , 6414 , 150 , 3012
26 May 2020 , 5907 , 173 , 3585
27 May 2020 , 7246 , 188 , 3434
28 May 2020 , 7254 , 176 , 3171
29 May 2020 , 8138 , 269 , 11735
30 May 2020 , 8364 , 205 , 4303
31 May 2020 , 8789 , 222 , 4928
1 June 2020 , 7723 , 201 , 3882
2 June 2020 , 8812 , 222 , 4531
3 June 2020 , 9689 , 259 , 3789
4 June 2020 , 9847 , 274 , 4390
5 June 2020 , 9472 , 286 , 4770
6 June 2020 , 10408 , 297 , 5433
7 June 2020 , 10882 , 261 , 5191
8 June 2020 , 8536 , 271 , 5171
9 June 2020 , 9981 , 272 , 5634
10 June 2020 , 11156 , 358 , 6275
11 June 2020 , 11135 , 394 , 6044
12 June 2020 , 11306 , 388 , 7263
13 June 2020 , 12039 , 309 , 8092
14 June 2020 , 11405 , 324 , 7358
15 June 2020 , 10032 , 396 , 10639
16 June 2020 , 11086 , 2004 , 7226
17 June 2020 , 13108 , 341 , 6890
18 June 2020 , 13829 , 343 , 10741
19 June 2020 , 14740 , 364 , 9029
20 June 2020 , 15918 , 308 , 13974
21 June 2020 , 15151 , 426 , 9075
22 June 2020 , 13560 , 312 , 10879
23 June 2020 , 15656 , 468 , 10462
24 June 2020 , 16868 , 424 , 13089
25 June 2020 , 18205 , 401 , 13983
26 June 2020 , 18255 , 381 , 10246
27 June 2020 , 20142 , 414 , 14229
28 June 2020 , 19610 , 384 , 11631
29 June 2020 , 18339 , 417 , 13497
30 June 2020 , 18256 , 506 , 12565
1 July 2020 , 19429 , 438 , 12064
2 July 2020 , 21947 , 378 , 19999
3 July 2020 , 22718 , 444 , 14417
4 July 2020 , 24018 , 611 , 14746
5 July 2020 , 23942 , 421 , 15829
6 July 2020 , 22500 , 473 , 15315
7 July 2020 , 23147 , 479 , 16836
8 July 2020 , 25561 , 492 , 19508
9 July 2020 , 25790 , 479 , 19408
10 July 2020 , 27762 , 520 , 20289
11 July 2020 , 27757 , 543 , 19981
12 July 2020 , 29106 , 500 , 18198
13 July 2020 , 28178 , 541 , 17683
14 July 2020 , 29917 , 587 , 20977
15 July 2020 , 32607 , 614 , 20646
16 July 2020 , 35468 , 680 , 22867
17 July 2020 , 34820 , 676 , 17476
18 July 2020 , 37411 , 543 , 23583
19 July 2020 , 40235 , 675 , 22730
20 July 2020 , 36806 , 596 , 24303
21 July 2020 , 39170 , 671 , 27589
22 July 2020 , 45601 , 1130 , 31875
23 July 2020 , 48443 , 755 , 33326
24 July 2020 , 48888 , 763 , 32514
25 July 2020 , 50072 , 703 , 37125
26 July 2020 , 48932 , 704 , 31512
27 July 2020 , 46484 , 642 , 34354
28 July 2020 , 49631 , 774 , 35683
29 July 2020 , 52479 , 775 , 32886
30 July 2020 , 54968 , 784 , 37425
31 July 2020 , 57486 , 764 , 36554
1 August 2020 , 55117 , 854 , 51368
2 August 2020 , 52672 , 760 , 40355
3 August 2020 , 50488 , 806 , 43070
4 August 2020 , 51282 , 849 , 51220
5 August 2020 , 56626 , 919 , 45583
6 August 2020 , 62170 , 899 , 50141
7 August 2020 , 61455 , 936 , 50387
8 August 2020 , 65156 , 875 , 52135
9 August 2020 , 62117 , 1013 , 54474
10 August 2020 , 53016 , 887 , 47362
11 August 2020 , 61252 , 835 , 56461
12 August 2020 , 67066 , 950 , 57759
13 August 2020 , 64141 , 1006 , 54776
14 August 2020 , 65610 , 989 , 56920
15 August 2020 , 63986 , 952 , 53116
16 August 2020 , 58096 , 952 , 57404
17 August 2020 , 54298 , 880 , 58172
18 August 2020 , 65024 , 1099 , 60455
19 August 2020 , 69196 , 979 , 59365
20 August 2020 , 68518 , 981 , 61873
21 August 2020 , 69029 , 953 , 62858
22 August 2020 , 70067 , 918 , 59101
23 August 2020 , 61749 , 846 , 56896
24 August 2020 , 59696 , 854 , 66305
25 August 2020 , 66873 , 1066 , 64151
26 August 2020 , 75995 , 1017 , 56191
27 August 2020 , 76827 , 1066 , 59620
28 August 2020 , 76657 , 1019 , 64475
29 August 2020 , 78479 , 943 , 64982
30 August 2020 , 79461 , 960 , 60422
31 August 2020 , 68766 , 816 , 64435
1 September 2020 , 78168 , 892 , 62145
2 September 2020 , 82860 , 913 , 67874
3 September 2020 , 84156 , 979 , 67491
4 September 2020 , 87115 , 950 , 69625
5 September 2020 , 90600 , 916 , 73161
6 September 2020 , 91725 , 1005 , 69630
7 September 2020 , 75015 , 1129 , 74116
8 September 2020 , 89855 , 1107 , 74608
9 September 2020 , 95536 , 1168 , 73062
10 September 2020 , 96762 , 1213 , 70904
11 September 2020 , 97655 , 1202 , 81456
12 September 2020 , 94414 , 1111 , 77862
13 September 2020 , 93220 , 1140 , 77748
14 September 2020 , 81913 , 1054 , 79213
15 September 2020 , 91098 , 1281 , 82849
16 September 2020 , 97860 , 1140 , 82924
17 September 2020 , 96787 , 1175 , 87788
18 September 2020 , 92973 , 1221 , 95515
19 September 2020 , 92574 , 1149 , 94389
20 September 2020 , 87395 , 1135 , 92926
21 September 2020 , 74493 , 1056 , 102070
22 September 2020 , 83362 , 1085 , 89657
23 September 2020 , 86703 , 1123 , 87459
24 September 2020 , 85921 , 1144 , 81142
25 September 2020 , 85717 , 1093 , 93331
26 September 2020 , 88759 , 1124 , 92365
27 September 2020 , 82770 , 1040 , 74691
28 September 2020 , 69669 , 775 , 85198
29 September 2020 , 80500 , 1178 , 86150
30 September 2020 , 86748 , 1179 , 85274
1 October 2020 , 81784 , 1099 , 78731
2 October 2020 , 79883 , 1068 , 76339
3 October 2020 , 75479 , 937 , 81655
4 October 2020 , 74770 , 903 , 76713
5 October 2020 , 60130 , 886 , 75855
6 October 2020 , 71869 , 990 , 81945
7 October 2020 , 78809 , 963 , 83209
8 October 2020 , 70797 , 967 , 78745
9 October 2020 , 73305 , 929 , 82628
10 October 2020 , 74418 , 921 , 89024
11 October 2020 , 67789 , 813 , 71565
12 October 2020 , 54262 , 710 , 78365
13 October 2020 , 63717 , 727 , 74079
14 October 2020 , 67811 , 690 , 81582
15 October 2020 , 63441 , 882 , 70792
16 October 2020 , 62304 , 840 , 70568
17 October 2020 , 61893 , 1032 , 72583
18 October 2020 , 56519 , 582 , 66418
19 October 2020 , 45506 , 589 , 69800
20 October 2020 , 54348 , 714 , 61828
21 October 2020 , 56264 , 701 , 79561
22 October 2020 , 54371 , 686 , 74569
23 October 2020 , 53931 , 655 , 66994
24 October 2020 , 50366 , 578 , 62270
25 October 2020 , 45922 , 483 , 59304
26 October 2020 , 36019 , 485 , 63734
27 October 2020 , 43036 , 511 , 58429
28 October 2020 , 50188 , 515 , 56594
29 October 2020 , 48765 , 562 , 57867
30 October 2020 , 48117 , 550 , 59005
31 October 2020 , 47228 , 469 , 58682
1 November 2020 , 45928 , 491 , 53312
2 November 2020 , 37592 , 498 , 58524
3 November 2020 , 46027 , 510 , 53328
4 November 2020 , 50465 , 707 , 55873
5 November 2020 , 47628 , 672 , 54133
6 November 2020 , 50017 , 577 , 53946
7 November 2020 , 46153 , 557 , 48582
8 November 2020 , 46707 , 491 , 48465
9 November 2020 , 37119 , 450 , 41449
10 November 2020 , 44724 , 511 , 54639
11 November 2020 , 48285 , 550 , 52704
12 November 2020 , 44585 , 544 , 49354
13 November 2020 , 44620 , 517 , 47620
14 November 2020 , 41692 , 450 , 42317
15 November 2020 , 30681 , 434 , 44111
16 November 2020 , 28609 , 451 , 40392
17 November 2020 , 38548 , 472 , 44753
18 November 2020 , 45366 , 586 , 48675
19 November 2020 , 46185 , 582 , 45246
20 November 2020 , 46283 , 564 , 48968
21 November 2020 , 45301 , 499 , 44055
22 November 2020 , 44404 , 510 , 41405
23 November 2020 , 37441 , 481 , 42195
24 November 2020 , 44245 , 489 , 37765
25 November 2020 , 44699 , 518 , 36582
26 November 2020 , 43174 , 491 , 39723
27 November 2020 , 41353 , 486 , 41177
28 November 2020 , 41815 , 495 , 42275
29 November 2020 , 39036 , 444 , 45152
30 November 2020 , 31179 , 482 , 42282
1 December 2020 , 36474 , 501 , 43208
2 December 2020 , 35506 , 526 , 40908
3 December 2020 , 36574 , 541 , 42991
4 December 2020 , 36711 , 511 , 42359
5 December 2020 , 36010 , 482 , 41885
6 December 2020 , 33178 , 390 , 39078
7 December 2020 , 26227 , 386 , 39293
8 December 2020 , 32083 , 402 , 36583
9 December 2020 , 31637 , 413 , 37693
10 December 2020 , 29411 , 411 , 37707
11 December 2020 , 29961 , 442 , 33492
12 December 2020 , 30354 , 391 , 33087
13 December 2020 , 27336 , 338 , 30640
14 December 2020 , 21941 , 354 , 34421
15 December 2020 , 26251 , 384 , 33853
16 December 2020 , 18172 , 356 , 33360
17 December 2020 , 26754 , 342 , 30891
18 December 2020 , 26991 , 342 , 29879
19 December 2020 , 26834 , 342 , 29758
20 December 2020 , 24622 , 332 , 25734
21 December 2020 , 19147 , 302 , 30250
22 December 2020 , 23880 , 329 , 27032
23 December 2020 , 24716 , 315 , 29946
24 December 2020 , 23444 , 337 , 24555
25 December 2020 , 22349 , 251 , 22184
26 December 2020 , 18575 , 280 , 21466
27 December 2020 , 20333 , 281 , 21097
28 December 2020 , 16072 , 250 , 24822
29 December 2020 , 20542 , 285 , 26589
30 December 2020 , 21945 , 299 , 26407
31 December 2020 , 19026 , 244 , 21969
1 January 2021 , 20159 , 237 , 23838
2 January 2021 , 18144 , 216 , 20903
3 January 2021 , 16678 , 215 , 19658
4 January 2021 , 16278 , 200 , 29209
5 January 2021 , 17909 , 265 , 21161
6 January 2021 , 20472 , 222 , 19689
7 January 2021 , 18123 , 233 , 20503
8 January 2021 , 18453 , 229 , 19242
9 January 2021 , 18820 , 213 , 19460
10 January 2021 , 16086 , 150 , 16737
11 January 2021 , 12481 , 166 , 18578
12 January 2021 , 15903 , 200 , 17762
13 January 2021 , 17015 , 201 , 17797
14 January 2021 , 15677 , 189 , 15943
15 January 2021 , 15155 , 176 , 16809
16 January 2021 , 15050 , 181 , 17202
17 January 2021 , 13962 , 145 , 14513
18 January 2021 , 9987 , 137 , 17127
19 January 2021 , 13787 , 162 , 17229
20 January 2021 , 15279 , 152 , 20071
21 January 2021 , 14495 , 161 , 17734
22 January 2021 , 14323 , 153 , 17166
23 January 2021 , 14896 , 156 , 16033
24 January 2021 , 13232 , 131 , 13148
25 January 2021 , 9098 , 116 , 16092
26 January 2021 , 12733 , 138 , 13250
27 January 2021 , 11556 , 123 , 14261
28 January 2021 , 18912 , 162 , 20315
29 January 2021 , 13054 , 137 , 14886
30 January 2021 , 13073 , 128 , 14077
31 January 2021 , 11527 , 116 , 11882
1 February 2021 , 8579 , 94 , 13443
2 February 2021 , 11001 , 113 , 14250
3 February 2021 , 12925 , 107 , 17813
4 February 2021 , 12401 , 120 , 15788
5 February 2021 , 11711 , 95 , 14512
6 February 2021 , 12069 , 75 , 11761
7 February 2021 , 11786 , 86 , 11756
8 February 2021 , 8715 , 78 , 13600
9 February 2021 , 10731 , 94 , 12928
10 February 2021 , 12539 , 110 , 11796
11 February 2021 , 9353 , 85 , 15722
12 February 2021 , 12137 , 104 , 11358
13 February 2021 , 12198 , 89 , 11107
14 February 2021 , 11706 , 91 , 9500
15 February 2021 , 9086 , 82 , 11793
16 February 2021 , 11592 , 99 , 11836
17 February 2021 , 12862 , 100 , 12028
18 February 2021 , 13237 , 100 , 10914
19 February 2021 , 13916 , 100 , 10214
20 February 2021 , 13919 , 89 , 11413
21 February 2021 , 14278 , 83 , 9715
22 February 2021 , 10494 , 76 , 13233
23 February 2021 , 13682 , 103 , 13969
24 February 2021 , 16930 , 141 , 12100
25 February 2021 , 16599 , 119 , 12222
26 February 2021 , 16562 , 114 , 12790
27 February 2021 , 16805 , 111 , 11709
28 February 2021 , 15614 , 108 , 11291
1 March 2021 , 12270 , 92 , 12472
2 March 2021 , 14998 , 98 , 13113
3 March 2021 , 17425 , 87 , 14071
4 March 2021 , 16824 , 113 , 13788
5 March 2021 , 18324 , 109 , 14186
6 March 2021 , 18724 , 100 , 14379
7 March 2021 , 18650 , 97 , 14303
8 March 2021 , 15353 , 76 , 16606
9 March 2021 , 17873 , 133 , 20643
10 March 2021 , 22851 , 125 , 18154
11 March 2021 , 23298 , 119 , 15092
12 March 2021 , 24845 , 140 , 19972
13 March 2021 , 25154 , 159 , 16508
14 March 2021 , 26513 , 120 , 17590
15 March 2021 , 24437 , 130 , 20186
16 March 2021 , 28869 , 187 , 17746
17 March 2021 , 35838 , 171 , 17793
18 March 2021 , 39687 , 156 , 20356
19 March 2021 , 40906 , 188 , 23623
20 March 2021 , 43815 , 196 , 22971
21 March 2021 , 47009 , 213 , 21205
22 March 2021 , 40636 , 197 , 29779
23 March 2021 , 47239 , 277 , 23913
24 March 2021 , 53419 , 249 , 26575
25 March 2021 , 59083 , 257 , 32917
26 March 2021 , 62276 , 292 , 30341
27 March 2021 , 62632 , 311 , 28728
28 March 2021 , 68206 , 295 , 32269
29 March 2021 , 56152 , 266 , 36989
30 March 2021 , 53237 , 355 , 41242
31 March 2021 , 72113 , 458 , 40423
1 April 2021 , 81398 , 468 , 50384
2 April 2021 , 89023 , 713 , 44179
3 April 2021 , 92994 , 514 , 60059
4 April 2021 , 103794 , 477 , 52840
5 April 2021 , 96563 , 446 , 50100
6 April 2021 , 115312 , 630 , 59714
7 April 2021 , 126276 , 684 , 59137
8 April 2021 , 131878 , 802 , 61829
9 April 2021 , 144945 , 773 , 77263
10 April 2021 , 152565 , 838 , 90328
11 April 2021 , 169914 , 904 , 75380
12 April 2021 , 160838 , 880 , 96746
13 April 2021 , 185297 , 1026 , 82271
14 April 2021 , 199584 , 1038 , 93425
15 April 2021 , 216828 , 1184 , 117897
16 April 2021 , 234002 , 1338 , 122886
17 April 2021 , 260895 , 1498 , 138209
18 April 2021 , 275063 , 1620 , 143839
19 April 2021 , 257003 , 1757 , 154357
20 April 2021 , 294365 , 2021 , 166656
21 April 2021 , 315752 , 2101 , 179434
22 April 2021 , 332531 , 2257 , 192317
23 April 2021 , 345296 , 2620 , 220545
24 April 2021 , 348996 , 2761 , 215809
25 April 2021 , 354658 , 2808 , 218626
26 April 2021 , 319471 , 2762 , 249009
27 April 2021 , 362913 , 3286 , 262349
28 April 2021 , 379404 , 3646 , 274171
29 April 2021 , 386773 , 3502 , 291727
30 April 2021 , 402014 , 3525 , 299198
1 May 2021 , 392576 , 3685 , 308688
2 May 2021 , 370090 , 3423 , 300004
3 May 2021 , 355769 , 3439 , 318910
4 May 2021 , 382847 , 3786 , 337699
5 May 2021 , 412624 , 3979 , 330718
6 May 2021 , 414280 , 3923 , 328349
7 May 2021 , 406901 , 4233 , 327675
